     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER
     1450   2446  13028   6   2   3   9        5    6   45    1  'FH'    635    22     6    35    13
     1451   2447  13032   6   2   3  10        5    6   47    1  'CH'    654    22     6    35    15
     1452   2425  12928   6   2   2   0        5    6    1    1  'EM'    450    22     6    36     1
     1453   2426  12932   6   2   2   1        5    6    3    1  'EM'    474    22     6    36     2
     1454   2428  12940   6   2   2   3        5    6    7    1  'EM'    522    22     6    36     3
     1455   2427  12936   6   2   2   2        5    6    5    1  'EM'    498    22     6    36     4
     1456   2430  12948   6   2   2   5        5    6   11    1  'EM'    567    22     6    36     5
     1457   2429  12944   6   2   2   4        5    6    9    1  'EM'    545    22     6    36     6
     1458   2431  12952   6   2   2   6        5    6   13    1  'EM'    589    22     6    36     7
     1459   2432  12956   6   2   2   7        5    6   15    1  'FH'    610    22     6    36    11
     1460   2433  12960   6   2   2   8        5    6   17    1  'FH'    629    22     6    36    12
     1461   2434  12964   6   2   2   9        5    6   19    1  'FH'    646    22     6    36    13
     1462   3308  17628   8   4   3   7        6   18   41    1  'FH'   1314    21     6    37    11
     1463   3309  17632   8   4   3   8        6   18   43    1  'FH'   1334    21     6    37    12
     1464   3310  17636   8   4   3   9        6   18   45    1  'FH'   1352    21     6    37    13
     1465   3325  17728   8   5   1   0        6   19   27    1  'EM'   1152    25     7    29     1
     1466   3326  17732   8   5   1   1        6   19   29    1  'EM'   1176    25     7    29     2
     1467   3328  17740   8   5   1   3        6   19   33    1  'EM'   1200    25     7    29     3
     1468   3327  17736   8   5   1   2        6   19   31    1  'EM'   1224    25     7    29     4
     1469   3330  17748   8   5   1   5        6   19   37    1  'EM'   1247    25     7    29     5
     1470   3329  17744   8   5   1   4        6   19   35    1  'EM'   1269    25     7    29     6
     1471   3331  17752   8   5   1   6        6   19   39    1  'EM'   1291    25     7    29     7
     1472   3313  17664   8   5   0   0        6   19    1    1  'EM'   1165    25     7    30     1
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

     1473   3314  17668   8   5   0   1        6   19    3    1  'EM'   1189    25     7    30     2
     1474   3316  17676   8   5   0   3        6   19    7    1  'EM'   1237    25     7    30     3
     1475   3315  17672   8   5   0   2        6   19    5    1  'EM'   1213    25     7    30     4
     1476   3318  17684   8   5   0   5        6   19   11    1  'EM'   1282    25     7    30     5
     1477   3317  17680   8   5   0   4        6   19    9    1  'EM'   1260    25     7    30     6
     1478   3319  17688   8   5   0   6        6   19   13    1  'EM'   1304    25     7    30     7
     1479   3320  17692   8   5   0   7        6   19   15    1  'FH'   1322    25     7    30    11
     1480   3321  17696   8   5   0   8        6   19   17    1  'FH'   1340    25     7    30    12
     1481   3322  17700   8   5   0   9        6   19   19    1  'FH'   1356    25     7    30    13
     1482   3037  16192   7   7   1   0        6    7   27    1  'EM'    914    24     7    31     1
     1483   3038  16196   7   7   1   1        6    7   29    1  'EM'    938    24     7    31     2
     1484   3040  16204   7   7   1   3        6    7   33    1  'EM'    962    24     7    31     3
     1485   3039  16200   7   7   1   2        6    7   31    1  'EM'    986    24     7    31     4
     1486   3042  16212   7   7   1   5        6    7   37    1  'EM'   1009    24     7    31     5
     1487   3041  16208   7   7   1   4        6    7   35    1  'EM'   1031    24     7    31     6
     1488   3043  16216   7   7   1   6        6    7   39    1  'EM'   1053    24     7    31     7
     1489   3044  16220   7   7   1   7        6    7   41    1  'FH'   1074    24     7    31    11
     1490   3045  16224   7   7   1   8        6    7   43    1  'FH'   1093    24     7    31    12
     1491   3046  16228   7   7   1   9        6    7   45    1  'FH'   1110    24     7    31    13
     1492   3025  16128   7   7   0   0        6    7    1    1  'EM'    927    24     7    32     1
     1493   3026  16132   7   7   0   1        6    7    3    1  'EM'    951    24     7    32     2
     1494   3028  16140   7   7   0   3        6    7    7    1  'EM'    999    24     7    32     3
     1495   3027  16136   7   7   0   2        6    7    5    1  'EM'    975    24     7    32     4
     1496   3030  16148   7   7   0   5        6    7   11    1  'EM'   1044    24     7    32     5
     1497   3029  16144   7   7   0   4        6    7    9    1  'EM'   1022    24     7    32     6
     1498   3031  16152   7   7   0   6        6    7   13    1  'EM'   1066    24     7    32     7
     1499   3032  16156   7   7   0   7        6    7   15    1  'FH'   1087    24     7    32    11
     1500   3033  16160   7   7   0   8        6    7   17    1  'FH'   1106    24     7    32    12
     1501   3034  16164   7   7   0   9        6    7   19    1  'FH'   1123    24     7    32    13
     1502   2749  14656   7   1   1   0        5   19   27    1  'EM'    676    23     7    33     1
     1503   2750  14660   7   1   1   1        5   19   29    1  'EM'    700    23     7    33     2
     1504   2752  14668   7   1   1   3        5   19   33    1  'EM'    724    23     7    33     3
     1505   2751  14664   7   1   1   2        5   19   31    1  'EM'    748    23     7    33     4
     1506   2754  14676   7   1   1   5        5   19   37    1  'EM'    771    23     7    33     5
     1507   2753  14672   7   1   1   4        5   19   35    1  'EM'    793    23     7    33     6
     1508   2755  14680   7   1   1   6        5   19   39    1  'EM'    815    23     7    33     7
     1509   2756  14684   7   1   1   7        5   19   41    1  'FH'    839    23     7    33    11
     1510   2757  14688   7   1   1   8        5   19   43    1  'FH'    859    23     7    33    12
     1511   2758  14692   7   1   1   9        5   19   45    1  'FH'    877    23     7    33    13
     1512   2737  14592   7   1   0   0        5   19    1    1  'EM'    689    23     7    34     1
     1513   2738  14596   7   1   0   1        5   19    3    1  'EM'    713    23     7    34     2
     1514   2740  14604   7   1   0   3        5   19    7    1  'EM'    761    23     7    34     3
     1515   2739  14600   7   1   0   2        5   19    5    1  'EM'    737    23     7    34     4
     1516   2742  14612   7   1   0   5        5   19   11    1  'EM'    806    23     7    34     5
     1517   2741  14608   7   1   0   4        5   19    9    1  'EM'    784    23     7    34     6
     1518   2743  14616   7   1   0   6        5   19   13    1  'EM'    828    23     7    34     7
     1519   2744  14620   7   1   0   7        5   19   15    1  'FH'    846    23     7    34    11
     1520   2745  14624   7   1   0   8        5   19   17    1  'FH'    864    23     7    34    12
     1521   2746  14628   7   1   0   9        5   19   19    1  'FH'    880    23     7    34    13
     1522   2461  13120   6   3   1   0        5    7   27    1  'EM'    438    22     7    35     1
     1523   2462  13124   6   3   1   1        5    7   29    1  'EM'    462    22     7    35     2
     1524   2464  13132   6   3   1   3        5    7   33    1  'EM'    486    22     7    35     3
     1525   2463  13128   6   3   1   2        5    7   31    1  'EM'    510    22     7    35     4
     1526   2466  13140   6   3   1   5        5    7   37    1  'EM'    533    22     7    35     5
     1527   2465  13136   6   3   1   4        5    7   35    1  'EM'    555    22     7    35     6
     1528   2467  13144   6   3   1   6        5    7   39    1  'EM'    577    22     7    35     7
     1529   2468  13148   6   3   1   7        5    7   41    1  'FH'    598    22     7    35    11
     1530   2469  13152   6   3   1   8        5    7   43    1  'FH'    617    22     7    35    12
     1531   2470  13156   6   3   1   9        5    7   45    1  'FH'    634    22     7    35    13
     1532   2449  13056   6   3   0   0        5    7    1    1  'EM'    451    22     7    36     1
     1533   2450  13060   6   3   0   1        5    7    3    1  'EM'    475    22     7    36     2
     1534   2452  13068   6   3   0   3        5    7    7    1  'EM'    523    22     7    36     3
     1535   2451  13064   6   3   0   2        5    7    5    1  'EM'    499    22     7    36     4
     1536   2454  13076   6   3   0   5        5    7   11    1  'EM'    568    22     7    36     5
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

     1537   2453  13072   6   3   0   4        5    7    9    1  'EM'    546    22     7    36     6
     1538   2455  13080   6   3   0   6        5    7   13    1  'EM'    590    22     7    36     7
     1539   2456  13084   6   3   0   7        5    7   15    1  'FH'    611    22     7    36    11
     1540   2457  13088   6   3   0   8        5    7   17    1  'FH'    630    22     7    36    12
     1541   2458  13092   6   3   0   9        5    7   19    1  'FH'    647    22     7    36    13
     1542   3332  17756   8   5   1   7        6   19   41    1  'FH'   1315    21     7    37    11
     1543   3333  17760   8   5   1   8        6   19   43    1  'FH'   1335    21     7    37    12
     1544   3334  17764   8   5   1   9        6   19   45    1  'FH'   1353    21     7    37    13
     1545   3349  17856   8   5   3   0        6   20   27    1  'EM'   1151    25     8    29     1
     1546   3350  17860   8   5   3   1        6   20   29    1  'EM'   1175    25     8    29     2
     1547   3352  17868   8   5   3   3        6   20   33    1  'EM'   1199    25     8    29     3
     1548   3351  17864   8   5   3   2        6   20   31    1  'EM'   1223    25     8    29     4
     1549   3354  17876   8   5   3   5        6   20   37    1  'EM'   1246    25     8    29     5
     1550   3353  17872   8   5   3   4        6   20   35    1  'EM'   1268    25     8    29     6
     1551   3355  17880   8   5   3   6        6   20   39    1  'EM'   1290    25     8    29     7
     1552   3359  17896   8   5   3  10        6   20   47    1  'MG'   1375    25     8    29     8
     1553   1731   9224   4   4   0   2        4    1    5    1  'OH'    427    25     8    29    10
     1554   1732   9228   4   4   0   3        4    1    7    1  'OH'    417    25     8    29    15
     1555   3337  17792   8   5   2   0        6   20    1    1  'EM'   1166    25     8    30     1
     1556   3338  17796   8   5   2   1        6   20    3    1  'EM'   1190    25     8    30     2
     1557   3340  17804   8   5   2   3        6   20    7    1  'EM'   1238    25     8    30     3
     1558   3339  17800   8   5   2   2        6   20    5    1  'EM'   1214    25     8    30     4
     1559   3342  17812   8   5   2   5        6   20   11    1  'EM'   1283    25     8    30     5
     1560   3341  17808   8   5   2   4        6   20    9    1  'EM'   1261    25     8    30     6
